id,publisher,name,Identity,align,eye,hair,sex,alive,appearances,first_appearance,month,year,date
14292,Marvel,Kuyuk (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,1,"2005, February",February,2005,2/1/2005
14293,Marvel,Lady Chi (Earth-616),NA,Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,1,"2005, September",September,2005,9/1/2005
14294,Marvel,Liam Bremner (Earth-616),NA,NA,NA,Blond Hair,Male Characters,Living Characters,1,"2005, October",October,2005,10/1/2005
14295,Marvel,Linus Sinker (Earth-616),NA,Good Characters,Brown Eyes,Blond Hair,Male Characters,Living Characters,1,"2005, October",October,2005,10/1/2005
14296,Marvel,Lisa Beth Harrington (Earth-616),Public Identity,NA,NA,NA,Female Characters,Living Characters,1,"2005, May",May,2005,5/1/2005
14297,Marvel,Machine (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,1,"2005, July",July,2005,7/1/2005
14298,Marvel,Mason Kaleema(Earth-616),Public Identity,NA,NA,NA,Female Characters,Living Characters,1,"2005, May",May,2005,5/1/2005
14299,Marvel,Mboye (Earth-616),Public Identity,Good Characters,NA,Black Hair,Female Characters,Living Characters,1,"2005, July",July,2005,7/1/2005
14300,Marvel,Mink (Earth-616),Public Identity,NA,NA,NA,Male Characters,Living Characters,1,"2005, May",May,2005,5/1/2005
14301,Marvel,Mirah Qadir (Earth-616),Secret Identity,NA,Brown Eyes,Black Hair,Female Characters,Living Characters,1,"2005, August",August,2005,8/1/2005
14302,Marvel,Momenta (Earth-616),Secret Identity,NA,NA,NA,Female Characters,Living Characters,1,"2005, March",March,2005,3/1/2005
14303,Marvel,Mutant Lion (Earth-616),Secret Identity,NA,NA,NA,NA,Living Characters,1,"2005, November",November,2005,11/1/2005
14304,Marvel,Nataku Fei (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,1,"2005, September",September,2005,9/1/2005
14305,Marvel,Nigandan General (Earth-616),Public Identity,Neutral Characters,NA,NA,Male Characters,Living Characters,1,"2005, June",June,2005,6/1/2005
14306,Marvel,Noah Crichton (Earth-616),NA,Good Characters,NA,Blond Hair,Male Characters,Deceased Characters,1,"2005, January",January,2005,1/1/2005
14307,Marvel,Oracle of Siwa (Earth-616),Secret Identity,Neutral Characters,NA,NA,Male Characters,Living Characters,1,"2005, May",May,2005,5/1/2005
14308,Marvel,Patrick Trettel (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2005, January",January,2005,1/1/2005
14309,Marvel,Paul Aristides (Earth-616),Public Identity,NA,Brown Eyes,Black Hair,Male Characters,Living Characters,1,"2005, May",May,2005,5/1/2005
14310,Marvel,Philip (Mutant) (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,1,"2005, October",October,2005,10/1/2005
14311,Marvel,Pig-Man (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2005, June",June,2005,6/1/2005
14312,Marvel,Rabbit-Woman (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Living Characters,1,"2005, June",June,2005,6/1/2005
14313,Marvel,Rastus (Earth-616),NA,Bad Characters,NA,No Hair,Male Characters,Deceased Characters,1,"2005, April",April,2005,4/1/2005
14314,Marvel,Rebecca Lauria (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,1,"2005, March",March,2005,3/1/2005
14315,Marvel,Renata Lowell (Earth-616),Public Identity,NA,NA,NA,Female Characters,Living Characters,1,"2005, May",May,2005,5/1/2005
14316,Marvel,Sally Sherman (Earth-616),Public Identity,NA,Brown Eyes,Black Hair,Female Characters,Living Characters,1,"2005, May",May,2005,5/1/2005
14317,Marvel,Seiji Ashida (Earth-616),NA,NA,Brown Eyes,Black Hair,Male Characters,Living Characters,1,"2005, January",January,2005,1/1/2005
14318,Marvel,Suki Ashida (Earth-616),NA,NA,Brown Eyes,Black Hair,Female Characters,Living Characters,1,"2005, January",January,2005,1/1/2005
14319,Marvel,T-Rex (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,1,"2005, November",November,2005,11/1/2005
14320,Marvel,Tanaka (Sensei) (Earth-616),NA,Neutral Characters,Blue Eyes,Bald,Male Characters,Deceased Characters,1,"2005, March",March,2005,3/1/2005
14321,Marvel,Ted Simmons (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,1,"2005, December",December,2005,12/1/2005
14322,Marvel,Tremolo (Great Game) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2005, January",January,2005,1/1/2005
14323,Marvel,Vane (Earth-616),Secret Identity,Good Characters,NA,Bald,Male Characters,Living Characters,1,"2005, January",January,2005,1/1/2005
14324,Marvel,Winston Frankowski (Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,Living Characters,1,"2005, July",July,2005,7/1/2005
14325,Marvel,Xeniac (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2005, December",December,2005,12/1/2005
14326,Marvel,Yuri (Rasputin) (Earth-616),No Dual Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,1,"2005, November",November,2005,11/1/2005
14327,Marvel,Zig-Zag (Earth-616),NA,NA,NA,Blond Hair,Male Characters,Living Characters,1,"2005, March",March,2005,3/1/2005
14328,Marvel,Adai (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,1,"2006, June",June,2006,6/1/2006
14329,Marvel,Agent Owen (Earth-616),Secret Identity,NA,NA,Blond Hair,Male Characters,Living Characters,1,"2006, November",November,2006,11/1/2006
14330,Marvel,Agent Whitman (Earth-616),Secret Identity,NA,Brown Eyes,Bald,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14331,Marvel,Ajaxis (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2006, August",August,2006,8/1/2006
14332,Marvel,Alex Mitchell (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14333,Marvel,Andras Tryp (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,1,"2006, October",October,2006,10/1/2006
14334,Marvel,Andrew Gardner (Earth-616),NA,Good Characters,NA,Black Hair,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14335,Marvel,Andrew Mussawyr (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14336,Marvel,Angela Stover (Earth-616),NA,Good Characters,NA,NA,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14337,Marvel,Arthur Hardy (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,1,"2006, June",June,2006,6/1/2006
14338,Marvel,Asclepius (Earth-616),NA,Good Characters,NA,Bald,Male Characters,Living Characters,1,"2006, June",June,2006,6/1/2006
14339,Marvel,Barry Kanczeski (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14340,Marvel,Bernard Van Buren (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14341,Marvel,Bertram K. (Earth-616),No Dual Identity,Neutral Characters,NA,Black Hair,Male Characters,Living Characters,1,"2006, March",March,2006,3/1/2006
14342,Marvel,Beru Addison (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14343,Marvel,Bill Merrick (Earth-616),Secret Identity,NA,NA,Blond Hair,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14344,Marvel,Brian Grey (Earth-616),NA,NA,NA,NA,Male Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14345,Marvel,Broccoli Men (Earth-616),NA,Bad Characters,NA,NA,NA,Living Characters,1,"2006, March",March,2006,3/1/2006
14346,Marvel,Brushfire (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14347,Marvel,Cecily Johnson (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14348,Marvel,Charles Luc Phan (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14349,Marvel,Charles Yameogo (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14350,Marvel,Charlie America (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2006, December",December,2006,12/1/2006
14351,Marvel,Chipper (Hurricane) (Earth-616),No Dual Identity,Good Characters,NA,Brown Hair,NA,Living Characters,1,"2006, September",September,2006,9/1/2006
14352,Marvel,Colin Hardy (Earth-616),Public Identity,NA,Brown Eyes,Brown Hair,Male Characters,Living Characters,1,"2006, June",June,2006,6/1/2006
14353,Marvel,Constance (Earth-616),NA,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,1,"2006, January",January,2006,1/1/2006
14354,Marvel,Crimson Dynamo X (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2006, June",June,2006,6/1/2006
14355,Marvel,Danny Shepard (Earth-616),NA,NA,Brown Eyes,Brown Hair,Male Characters,Living Characters,1,"2006, January",January,2006,1/1/2006
14356,Marvel,David Garrett (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,1,"2006, January",January,2006,1/1/2006
14357,Marvel,Dennis Hoxie (Earth-616),NA,NA,NA,Blond Hair,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14358,Marvel,Derry Campbell (Earth-616),NA,NA,NA,Blond Hair,Female Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14359,Marvel,Dezmond Harris (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,1,"2006, February",February,2006,2/1/2006
14360,Marvel,Doctor Leery (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,Deceased Characters,1,"2006, May",May,2006,5/1/2006
14361,Marvel,Donna Altieri (Earth-616),NA,Good Characters,NA,Black Hair,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14362,Marvel,Dorothy Cardoza (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14363,Marvel,Edward Randlebuck (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14364,Marvel,Eggbreaker (Earth-616),NA,NA,NA,NA,NA,Deceased Characters,1,"2006, May",May,2006,5/1/2006
14365,Marvel,Elaine (FOOM) (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,Living Characters,1,"2006, March",March,2006,3/1/2006
14366,Marvel,Farissa (Earth-616),NA,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,1,"2006, January",January,2006,1/1/2006
14367,Marvel,Ferris Hartke (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14368,Marvel,Gary Peterson (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Bald,Male Characters,Deceased Characters,1,"2006, January",January,2006,1/1/2006
14369,Marvel,Gilbert Wiles (Earth-616),Public Identity,Good Characters,NA,Grey Hair,Male Characters,Living Characters,1,"2006, January",January,2006,1/1/2006
14370,Marvel,Golden Gator (Earth-616),Secret Identity,Neutral Characters,NA,No Hair,Male Characters,Living Characters,1,"2006, May",May,2006,5/1/2006
14371,Marvel,Great Weaver (Earth-616),No Dual Identity,Neutral Characters,NA,NA,Male Characters,Living Characters,1,"2006, February",February,2006,2/1/2006
14372,Marvel,Greg Norris (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,1,"2006, February",February,2006,2/1/2006
14373,Marvel,Grindhouse (Earth-616),Secret Identity,Bad Characters,NA,Purple Hair,Female Characters,Living Characters,1,"2006, October",October,2006,10/1/2006
14374,Marvel,Harriet Best (Earth-616),NA,Good Characters,NA,Brown Hair,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14375,Marvel,Heart-Like-Fire (Earth-616),Secret Identity,Neutral Characters,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14376,Marvel,Henry Buchanan (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,1,"2006, October",October,2006,10/1/2006
14377,Marvel,Herrick Goldman (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,1,"2006, December",December,2006,12/1/2006
14378,Marvel,Igor Drenkov (Earth-61018),NA,NA,NA,Black Hair,Male Characters,Living Characters,1,"2006, October",October,2006,10/1/2006
14379,Marvel,Ishiguro (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2006, July",July,2006,7/1/2006
14380,Marvel,J. M. Barrie (Earth-616),Public Identity,NA,NA,Brown Hair,Male Characters,Living Characters,1,"2006, November",November,2006,11/1/2006
14381,Marvel,James Louis Prindle (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,1,"2006, April",April,2006,4/1/2006
14382,Marvel,Jared Nelson (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14383,Marvel,Jeannie Martin (Earth-616),Public Identity,NA,NA,NA,Female Characters,Deceased Characters,1,"2006, January",January,2006,1/1/2006
14384,Marvel,Jennifer Hardy (Earth-616),NA,Good Characters,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,1,"2006, June",June,2006,6/1/2006
14385,Marvel,Joe Atlantis (Earth-616),Secret Identity,Good Characters,NA,Bald,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14386,Marvel,Joey V. (Earth-616),Public Identity,NA,Brown Eyes,Brown Hair,Male Characters,Living Characters,1,"2006, March",March,2006,3/1/2006
14387,Marvel,John Kesler (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,Living Characters,1,"2006, February",February,2006,2/1/2006
14388,Marvel,John Steele (Sentinel Squad O*N*E) (Earth-616),NA,NA,NA,NA,Male Characters,Deceased Characters,1,"2006, May",May,2006,5/1/2006
14389,Marvel,Jonadab Megyscol (Earth-616),NA,Good Characters,NA,Blond Hair,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14390,Marvel,Julia Grey (Earth-616),NA,NA,NA,NA,Female Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14391,Marvel,Julian Grey (Earth-616),NA,NA,NA,NA,Male Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14392,Marvel,Kevin E. (Earth-616),Public Identity,Neutral Characters,NA,Black Hair,Male Characters,Living Characters,1,"2006, March",March,2006,3/1/2006
14393,Marvel,Kindra Grey (Earth-616),NA,NA,NA,NA,Female Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14394,Marvel,King Simian (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,1,"2006, January",January,2006,1/1/2006
14395,Marvel,Krosakis (Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Living Characters,1,"2006, January",January,2006,1/1/2006
14396,Marvel,Langley Saint-Margaret (Earth-616),NA,NA,NA,NA,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14397,Marvel,Lar-Ka (Earth-616),Public Identity,Neutral Characters,NA,White Hair,Male Characters,Deceased Characters,1,"2006, October",October,2006,10/1/2006
14398,Marvel,Larry King (Earth-616),Public Identity,NA,NA,White Hair,Male Characters,Living Characters,1,"2006, July",July,2006,7/1/2006
14399,Marvel,Leon Frankfurt (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14400,Marvel,Liam Grey (Earth-616),NA,NA,NA,NA,Male Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14401,Marvel,Lisa Hardy (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,1,"2006, June",June,2006,6/1/2006
14402,Marvel,Little Cloud (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14403,Marvel,Mad Juggler (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2006, June",June,2006,6/1/2006
14404,Marvel,Maguire (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,1,"2006, February",February,2006,2/1/2006
14405,Marvel,Malcolm Hardy (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Deceased Characters,1,"2006, June",June,2006,6/1/2006
14406,Marvel,Malcolm Modern (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,1,"2006, August",August,2006,8/1/2006
14407,Marvel,Mandy Atkinson (Earth-616),Secret Identity,Good Characters,NA,Blond Hair,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14408,Marvel,Marcus Estrada de la Garc\u00eda (Earth-616),Secret Identity,Good Characters,Hazel Eyes,Black Hair,Male Characters,Deceased Characters,1,"2006, May",May,2006,5/1/2006
14409,Marvel,Maria Atlantis (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14410,Marvel,Mark Hawkins (Earth-616),NA,NA,Brown Eyes,Blond Hair,Male Characters,Living Characters,1,"2006, April",April,2006,4/1/2006
14411,Marvel,Mark Runnemeyer (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14412,Marvel,Mary-Margaret Grey (Earth-616),NA,NA,NA,NA,Female Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14413,Marvel,Michael (FOOM) (Earth-616),Public Identity,Neutral Characters,NA,Brown Hair,Male Characters,Living Characters,1,"2006, March",March,2006,3/1/2006
14414,Marvel,Mosquito Man (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,1,"2006, November",November,2006,11/1/2006
14415,Marvel,Mr. Miller (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,1,"2006, June",June,2006,6/1/2006
14416,Marvel,Mrs. Miller (Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,Deceased Characters,1,"2006, June",June,2006,6/1/2006
14417,Marvel,Ms. Ferguson (Earth-616),Secret Identity,Neutral Characters,NA,Blond Hair,Female Characters,Living Characters,1,"2006, July",July,2006,7/1/2006
14418,Marvel,Natalie Bell (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14419,Marvel,Ned Hardy (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Deceased Characters,1,"2006, June",June,2006,6/1/2006
14420,Marvel,Ned Ralston (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,1,"2006, January",January,2006,1/1/2006
14421,Marvel,Neil Shelton (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14422,Marvel,Nell Hardy (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,1,"2006, June",June,2006,6/1/2006
14423,Marvel,Nelson Cragg (Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Living Characters,1,"2006, March",March,2006,3/1/2006
14424,Marvel,Norman Gentry (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14425,Marvel,Olivia Hook (Earth-616),Secret Identity,NA,NA,Blond Hair,Female Characters,Living Characters,1,"2006, July",July,2006,7/1/2006
14426,Marvel,Oprah Winfrey (Earth-616),Public Identity,NA,NA,NA,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14427,Marvel,Orlando (Earth-616),NA,NA,Brown Eyes,NA,Male Characters,Living Characters,1,"2006, August",August,2006,8/1/2006
14428,Marvel,Orville Bock (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2006, December",December,2006,12/1/2006
14429,Marvel,Pasco (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Deceased Characters,1,"2006, November",November,2006,11/1/2006
14430,Marvel,Paul Vance (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,1,"2006, January",January,2006,1/1/2006
14431,Marvel,Phyllis Dennefer (Earth-616),NA,Good Characters,NA,Blond Hair,Female Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14432,Marvel,Phyty (Earth-616),Public Identity,NA,NA,No Hair,NA,Living Characters,1,"2006, November",November,2006,11/1/2006
14433,Marvel,Politus (Earth-616),Secret Identity,Neutral Characters,White Eyes,Bald,Male Characters,Living Characters,1,"2006, July",July,2006,7/1/2006
14434,Marvel,Positron (Annie) (Earth-616),Secret Identity,Good Characters,NA,NA,Female Characters,Living Characters,1,"2006, January",January,2006,1/1/2006
14435,Marvel,Rana Mousabi (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters,1,"2006, April",April,2006,4/1/2006
14436,Marvel,Richard Taine (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14437,Marvel,Robert Dolan (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,1,"2006, June",June,2006,6/1/2006
14438,Marvel,Roger Grey (Earth-616),NA,NA,NA,Brown Hair,Male Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14439,Marvel,Ronnie (Mutant) (Earth-616),NA,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14440,Marvel,Roy Dennefer (Earth-616),NA,Good Characters,NA,Black Hair,Male Characters,Deceased Characters,1,"2006, February",February,2006,2/1/2006
14441,Marvel,Russell Feldman (Earth-616),Secret Identity,NA,NA,Brown Hair,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14442,Marvel,Samaya (Earth-616),NA,Good Characters,NA,No Hair,Female Characters,Deceased Characters,1,"2006, May",May,2006,5/1/2006
14443,Marvel,Sarah Purser (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Deceased Characters,1,"2006, April",April,2006,4/1/2006
14444,Marvel,Sean Beckett (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14445,Marvel,Senator Dickerson (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,1,"2006, May",May,2006,5/1/2006
14446,Marvel,Sergeant Davis (Earth-616),No Dual Identity,Good Characters,NA,Black Hair,Male Characters,Deceased Characters,1,"2006, April",April,2006,4/1/2006
14447,Marvel,Sonya van Jagt (Earth-616),NA,Good Characters,NA,NA,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14448,Marvel,Spa-fon and Squa-tront (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2006, June",June,2006,6/1/2006
14449,Marvel,Steve Cochrane (Earth-616),Secret Identity,Good Characters,NA,Red Hair,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14450,Marvel,Tarq Maru (Earth-616),Public Identity,Good Characters,White Eyes,Bald,Male Characters,Living Characters,1,"2006, July",July,2006,7/1/2006
14451,Marvel,Theodore Pendleton (Earth-616),NA,Good Characters,NA,Bald,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14452,Marvel,Tin (Horse) (Earth-616),Public Identity,Good Characters,Red Eyes,No Hair,NA,Living Characters,1,"2006, June",June,2006,6/1/2006
14453,Marvel,Tiv (Earth-616),Public Identity,Good Characters,White Eyes,NA,Female Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14454,Marvel,Tom Boldstep (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14455,Marvel,Tony Romeo (Earth-616),Public Identity,NA,NA,NA,Male Characters,Deceased Characters,1,"2006, January",January,2006,1/1/2006
14456,Marvel,Trucker (Earth-616),NA,NA,Brown Eyes,Brown Hair,Male Characters,Living Characters,1,"2006, August",August,2006,8/1/2006
14457,Marvel,Unarmed Training Automaton 110 (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,1,"2006, September",September,2006,9/1/2006
14458,Marvel,Veil (Corporation) (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Female Characters,Living Characters,1,"2006, December",December,2006,12/1/2006
14459,Marvel,Videoman (Earth-616),NA,NA,Red Eyes,No Hair,Male Characters,Living Characters,1,"2006, October",October,2006,10/1/2006
14460,Marvel,Vincent Pettine (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,1,"2006, April",April,2006,4/1/2006
14461,Marvel,ZeeBee (Earth-616),NA,NA,Red Eyes,Red Hair,Female Characters,Living Characters,1,"2006, August",August,2006,8/1/2006
14462,Marvel,Abbas al-Abbad (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2007, May",May,2007,5/1/2007
14463,Marvel,Adamantine (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,1,"2007, February",February,2007,2/1/2007
14464,Marvel,Akira Kiamata (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Deceased Characters,1,"2007, November",November,2007,11/1/2007
14465,Marvel,Alan Spaulding (Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,1,"2007, January",January,2007,1/1/2007
14466,Marvel,Alistair (Earth-616),NA,Neutral Characters,NA,NA,NA,Living Characters,1,"2007, July",July,2007,7/1/2007
14467,Marvel,Andr\u00e9 (Earth-616),No Dual Identity,NA,NA,Black Hair,Male Characters,Living Characters,1,"2007, July",July,2007,7/1/2007
14468,Marvel,Antiphon (Earth-616),NA,NA,NA,NA,NA,Deceased Characters,1,"2007, May",May,2007,5/1/2007
14469,Marvel,Beefcake (LMD) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,1,"2007, June",June,2007,6/1/2007
14470,Marvel,Bei-Ming Tian (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2007, January",January,2007,1/1/2007
14471,Marvel,Bill Price (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,1,"2007, January",January,2007,1/1/2007
14472,Marvel,Bird-Man (Earth-616),Secret Identity,Bad Characters,NA,NA,NA,Living Characters,1,"2007, February",February,2007,2/1/2007
14473,Marvel,Blondie (Lupine) (Earth-616),NA,NA,NA,NA,Female Characters,Deceased Characters,1,"2007, March",March,2007,3/1/2007
14474,Marvel,Bubba (Earth-616),Public Identity,NA,NA,Brown Hair,Male Characters,Living Characters,1,"2007, April",April,2007,4/1/2007
14475,Marvel,Buzz Cooper (Earth-616),Public Identity,Neutral Characters,NA,Brown Hair,Male Characters,Living Characters,1,"2007, January",January,2007,1/1/2007
14476,Marvel,Calvin Goynes (Earth-616),Public Identity,Neutral Characters,NA,Blond Hair,Male Characters,Living Characters,1,"2007, February",February,2007,2/1/2007
14477,Marvel,Conrad (Earth-616),NA,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,1,"2007, April",April,2007,4/1/2007
